"gene"	"pLI"	"intolerant"	"interaction_type"	"snp"	"log2_aFC"
"RPL41"	0.18377	"Tolerant"	"non-eQTL"	NA	NA
"CFHR3"	1.72e-11	"Tolerant"	"non-eQTL"	NA	NA
"RP11-195F19.5"	0.015288	"Tolerant"	"non-eQTL"	NA	NA
"FAM96B"	0.003824	"Tolerant"	"non-eQTL"	NA	NA
"SPATA31D1"	0.0038158	"Tolerant"	"non-eQTL"	NA	NA
"GZMA"	2.0457e-06	"Tolerant"	"non-eQTL"	NA	NA
"ADH1A"	1.7118e-11	"Tolerant"	"non-eQTL"	NA	NA
"FAM122C"	0.00020902	"Tolerant"	"non-eQTL"	NA	NA
"RP11-770J1.4"	0.015279	"Tolerant"	"non-eQTL"	NA	NA
"CLEC19A"	0.0037987	"Tolerant"	"non-eQTL"	NA	NA
"EMC10"	9.4077e-11	"Tolerant"	"non-eQTL"	NA	NA
"TMEM88B"	0.43487	"Tolerant"	"non-eQTL"	NA	NA
"FAM177B"	4.6111e-05	"Tolerant"	"non-eQTL"	NA	NA
"DTWD2"	2.8104e-09	"Tolerant"	"non-eQTL"	NA	NA
"FAM83E"	9.4341e-11	"Tolerant"	"non-eQTL"	NA	NA
"MS4A13"	4.6205e-05	"Tolerant"	"non-eQTL"	NA	NA
"DPP7"	3.9946e-22	"Tolerant"	"non-eQTL"	NA	NA
"SPIN2B"	0.056895	"Tolerant"	"non-eQTL"	NA	NA
"ELMOD3"	5.0378e-16	"Tolerant"	"non-eQTL"	NA	NA
"AL627309.1"	0.00090576	"Tolerant"	"non-eQTL"	NA	NA
"ZNF676"	0.18308	"Tolerant"	"non-eQTL"	NA	NA
"CCNI2"	7.8377e-08	"Tolerant"	"non-eQTL"	NA	NA
"GAGE2D"	0.43441	"Tolerant"	"non-eQTL"	NA	NA
"RITA1"	0.003797	"Tolerant"	"non-eQTL"	NA	NA
"NEU4"	4.0412e-07	"Tolerant"	"non-eQTL"	NA	NA
"OR51L1"	0.00090531	"Tolerant"	"non-eQTL"	NA	NA
"CLRN2"	2.0187e-06	"Tolerant"	"non-eQTL"	NA	NA
"AC079612.1"	0.00020651	"Tolerant"	"non-eQTL"	NA	NA
"RPL3L"	4.947e-16	"Tolerant"	"non-eQTL"	NA	NA
"SMDT1"	0.18284	"Tolerant"	"non-eQTL"	NA	NA
"C1orf56"	9.6918e-06	"Tolerant"	"non-eQTL"	NA	NA
"PGK2"	9.6757e-06	"Tolerant"	"non-eQTL"	NA	NA
"PCDHA9"	1.8891e-24	"Tolerant"	"non-eQTL"	NA	NA
"TSPO2"	0.0008991	"Tolerant"	"non-eQTL"	NA	NA
"CLEC18C"	0.00089881	"Tolerant"	"non-eQTL"	NA	NA
"TBC1D7"	2.9441e-12	"Tolerant"	"non-eQTL"	NA	NA
"TRIAP1"	0.056508	"Tolerant"	"non-eQTL"	NA	NA
"GP6"	1.6361e-11	"Tolerant"	"non-eQTL"	NA	NA
"FRG2B"	0.18217	"Tolerant"	"non-eQTL"	NA	NA
"TEN1"	0.015092	"Tolerant"	"non-eQTL"	NA	NA
"SLPI"	0.00089665	"Tolerant"	"non-eQTL"	NA	NA
"C1orf186"	4.525e-05	"Tolerant"	"non-eQTL"	NA	NA
"LILRA1"	7.3933e-20	"Tolerant"	"non-eQTL"	NA	NA
"C3orf79"	0.056297	"Tolerant"	"non-eQTL"	NA	NA
"C2orf91"	0.00089143	"Tolerant"	"non-eQTL"	NA	NA
"SLC22A9"	4.2676e-19	"Tolerant"	"non-eQTL"	NA	NA
"ACTRT1"	0.0037403	"Tolerant"	"non-eQTL"	NA	NA
"KIR2DL3"	2.6789e-09	"Tolerant"	"non-eQTL"	NA	NA
"C19orf53"	0.056204	"Tolerant"	"non-eQTL"	NA	NA
"C8orf76"	1.5606e-14	"Tolerant"	"non-eQTL"	NA	NA
"ASB11"	1.961e-06	"Tolerant"	"non-eQTL"	NA	NA
"NIPSNAP3B"	4.9158e-10	"Tolerant"	"non-eQTL"	NA	NA
"RARRES1"	2.6799e-09	"Tolerant"	"non-eQTL"	NA	NA
"C13orf35"	0.014973	"Tolerant"	"non-eQTL"	NA	NA
"RDH5"	8.872e-11	"Tolerant"	"non-eQTL"	NA	NA
"DUSP2"	4.4697e-05	"Tolerant"	"non-eQTL"	NA	NA
"MTIF3"	3.9011e-07	"Tolerant"	"non-eQTL"	NA	NA
"THEM4"	3.8919e-07	"Tolerant"	"non-eQTL"	NA	NA
"REG1B"	1.9522e-06	"Tolerant"	"non-eQTL"	NA	NA
"PTGIR"	0.00088819	"Tolerant"	"non-eQTL"	NA	NA
"FHL5"	4.8464e-10	"Tolerant"	"non-eQTL"	NA	NA
"NUBP1"	8.7342e-14	"Tolerant"	"non-eQTL"	NA	NA
"SAA1"	0.01493	"Tolerant"	"non-eQTL"	NA	NA
"LAMP5"	2.6473e-09	"Tolerant"	"non-eQTL"	NA	NA
"GSTT2"	0.014962	"Tolerant"	"non-eQTL"	NA	NA
"STAR"	8.7679e-11	"Tolerant"	"non-eQTL"	NA	NA
"TMEM154"	3.8695e-07	"Tolerant"	"non-eQTL"	NA	NA
"FOXE3"	0.18135	"Tolerant"	"non-eQTL"	NA	NA
"COPZ2"	7.4565e-08	"Tolerant"	"non-eQTL"	NA	NA
"TCF23"	4.424e-05	"Tolerant"	"non-eQTL"	NA	NA
"FANCL"	5.9404e-23	"Tolerant"	"non-eQTL"	NA	NA
"KRT16"	1.5006e-14	"Tolerant"	"non-eQTL"	NA	NA
"GSTO2"	2.6125e-09	"Tolerant"	"non-eQTL"	NA	NA
"PPP1R3G"	4.4228e-05	"Tolerant"	"non-eQTL"	NA	NA
"NBPF6"	0.014909	"Tolerant"	"non-eQTL"	NA	NA
"MAGEB3"	0.43183	"Tolerant"	"non-eQTL"	NA	NA
"PRSS45"	0.00020122	"Tolerant"	"non-eQTL"	NA	NA
"AP000322.53"	0.18107	"Tolerant"	"non-eQTL"	NA	NA
"KDM4D"	0.43196	"Tolerant"	"non-eQTL"	NA	NA
"TMEM52"	0.014909	"Tolerant"	"non-eQTL"	NA	NA
"PHOSPHO2"	0.00020018	"Tolerant"	"non-eQTL"	NA	NA
"FAM173A"	0.00087746	"Tolerant"	"non-eQTL"	NA	NA
"RPP38"	0.00020088	"Tolerant"	"non-eQTL"	NA	NA
"C9orf9"	4.387e-05	"Tolerant"	"non-eQTL"	NA	NA
"GYPE"	0.0036896	"Tolerant"	"non-eQTL"	NA	NA
"OR51G2"	0.0036881	"Tolerant"	"non-eQTL"	NA	NA
"TMEM128"	0.00019994	"Tolerant"	"non-eQTL"	NA	NA
"MRPS33"	0.0036885	"Tolerant"	"non-eQTL"	NA	NA
"OR5P2"	0.0036817	"Tolerant"	"non-eQTL"	NA	NA
"SDR39U1"	1.5321e-11	"Tolerant"	"non-eQTL"	NA	NA
"ADH7"	1.5123e-11	"Tolerant"	"non-eQTL"	NA	NA
"ZNF337"	0.0036778	"Tolerant"	"non-eQTL"	NA	NA
"ZNF681"	0.0036792	"Tolerant"	"non-eQTL"	NA	NA
"GSTM4"	1.3834e-08	"Tolerant"	"non-eQTL"	NA	NA
"KIAA0125"	0.00087279	"Tolerant"	"non-eQTL"	NA	NA
"CTD-2368P22.1"	1.3762e-08	"Tolerant"	"non-eQTL"	NA	NA
"NOL3"	0.0001992	"Tolerant"	"non-eQTL"	NA	NA
"ELSPBP1"	1.5208e-11	"Tolerant"	"non-eQTL"	NA	NA
"DUSP28"	0.17995	"Tolerant"	"non-eQTL"	NA	NA
"RP11-347C12.3"	0.055479	"Tolerant"	"non-eQTL"	NA	NA
"ZC2HC1B"	2.5401e-09	"Tolerant"	"non-eQTL"	NA	NA
"TM4SF4"	7.2513e-08	"Tolerant"	"non-eQTL"	NA	NA
"SDR42E2"	1.3652e-08	"Tolerant"	"non-eQTL"	NA	NA
"DHRS9"	7.2309e-08	"Tolerant"	"non-eQTL"	NA	NA
"HOXA9"	4.3591e-05	"Tolerant"	"non-eQTL"	NA	NA
"RABL2A"	7.2529e-08	"Tolerant"	"non-eQTL"	NA	NA
"CTSE"	1.4371e-14	"Tolerant"	"non-eQTL"	NA	NA
"OR2AT4"	0.0036632	"Tolerant"	"non-eQTL"	NA	NA
"RP11-680G10.1"	0.4306	"Tolerant"	"non-eQTL"	NA	NA
"NUDT18"	1.8736e-06	"Tolerant"	"non-eQTL"	NA	NA
"ATP6V1F"	0.014736	"Tolerant"	"non-eQTL"	NA	NA
"ZSCAN4"	4.3321e-05	"Tolerant"	"non-eQTL"	NA	NA
"NOXO1"	8.3428e-11	"Tolerant"	"non-eQTL"	NA	NA
"RWDD2A"	3.7145e-07	"Tolerant"	"non-eQTL"	NA	NA
"AIF1"	1.8793e-06	"Tolerant"	"non-eQTL"	NA	NA
"HSD3B2"	7.176e-08	"Tolerant"	"non-eQTL"	NA	NA
"ASB10"	2.6403e-12	"Tolerant"	"non-eQTL"	NA	NA
"CR1L"	7.6434e-27	"Tolerant"	"non-eQTL"	NA	NA
"TPBGL"	0.43003	"Tolerant"	"non-eQTL"	NA	NA
"PRR5-ARHGAP8"	2.1367e-28	"Tolerant"	"non-eQTL"	NA	NA
"OLAH"	4.5721e-10	"Tolerant"	"non-eQTL"	NA	NA
"SMIM17"	0.014713	"Tolerant"	"non-eQTL"	NA	NA
"OR5M9"	0.0036459	"Tolerant"	"non-eQTL"	NA	NA
"GLRX2"	0.0008599	"Tolerant"	"non-eQTL"	NA	NA
"CTA-299D3.8"	0.014667	"Tolerant"	"non-eQTL"	NA	NA
"C2orf73"	3.6668e-07	"Tolerant"	"non-eQTL"	NA	NA
"UCMA"	9.061e-06	"Tolerant"	"non-eQTL"	NA	NA
"LYRM9"	0.014671	"Tolerant"	"non-eQTL"	NA	NA
"CD300LB"	7.086e-08	"Tolerant"	"non-eQTL"	NA	NA
"IFNE"	0.014672	"Tolerant"	"non-eQTL"	NA	NA
"ZNF551"	0.055038	"Tolerant"	"non-eQTL"	NA	NA
"OR51I1"	0.00085828	"Tolerant"	"non-eQTL"	NA	NA
"LYPD4"	9.0339e-06	"Tolerant"	"non-eQTL"	NA	NA
"AC019171.1"	0.05505	"Tolerant"	"non-eQTL"	NA	NA
"RRP36"	7.9308e-14	"Tolerant"	"non-eQTL"	NA	NA
"SLC3A1"	7.2168e-27	"Tolerant"	"non-eQTL"	NA	NA
"GPT"	3.5945e-19	"Tolerant"	"non-eQTL"	NA	NA
"C1QTNF6"	9.0082e-06	"Tolerant"	"non-eQTL"	NA	NA
"MYL7"	1.8314e-06	"Tolerant"	"non-eQTL"	NA	NA
"AP000769.1"	0.054792	"Tolerant"	"non-eQTL"	NA	NA
"FOPNL"	1.8256e-06	"Tolerant"	"non-eQTL"	NA	NA
"PODNL1"	4.4042e-13	"Tolerant"	"non-eQTL"	NA	NA
"FKBPL"	7.9526e-11	"Tolerant"	"non-eQTL"	NA	NA
"SNX16"	1.416e-11	"Tolerant"	"non-eQTL"	NA	NA
"SNCG"	0.0008475	"Tolerant"	"non-eQTL"	NA	NA
"GATSL2"	0.42837	"Tolerant"	"non-eQTL"	NA	NA
"LELP1"	0.42789	"Tolerant"	"non-eQTL"	NA	NA
"LTC4S"	0.00084628	"Tolerant"	"non-eQTL"	NA	NA
"FUOM"	0.00019189	"Tolerant"	"non-eQTL"	NA	NA
"HPGDS"	1.8063e-06	"Tolerant"	"non-eQTL"	NA	NA
"OR10V1"	0.00084587	"Tolerant"	"non-eQTL"	NA	NA
"CYBA"	8.8678e-06	"Tolerant"	"non-eQTL"	NA	NA
"RSG1"	8.8551e-06	"Tolerant"	"non-eQTL"	NA	NA
"SERPINA1"	6.8497e-08	"Tolerant"	"non-eQTL"	NA	NA
"RSPH9"	2.3881e-09	"Tolerant"	"non-eQTL"	NA	NA
"AC005481.5"	0.42807	"Tolerant"	"non-eQTL"	NA	NA
"HEATR5A"	0.054671	"Tolerant"	"non-eQTL"	NA	NA
"GPRC5A"	6.786e-08	"Tolerant"	"non-eQTL"	NA	NA
"CELA3B"	2.4372e-12	"Tolerant"	"non-eQTL"	NA	NA
"ZNF440"	0.014464	"Tolerant"	"non-eQTL"	NA	NA
"OR5A1"	8.8011e-06	"Tolerant"	"non-eQTL"	NA	NA
"PLCXD1"	4.3087e-10	"Tolerant"	"non-eQTL"	NA	NA
"TNFSF18"	0.00019152	"Tolerant"	"non-eQTL"	NA	NA
"C16orf46"	6.8068e-08	"Tolerant"	"non-eQTL"	NA	NA
"OR8G1"	0.0035718	"Tolerant"	"non-eQTL"	NA	NA
"OR9Q1"	0.00083932	"Tolerant"	"non-eQTL"	NA	NA
"SLFN12L"	7.6581e-11	"Tolerant"	"non-eQTL"	NA	NA
"LAMTOR4"	0.0035588	"Tolerant"	"non-eQTL"	NA	NA
"IL13"	0.014426	"Tolerant"	"non-eQTL"	NA	NA
"HTR3E"	4.2286e-10	"Tolerant"	"non-eQTL"	NA	NA
"GOLGA8F"	0.054264	"Tolerant"	"non-eQTL"	NA	NA
"SMCO3"	0.014367	"Tolerant"	"non-eQTL"	NA	NA
"C7orf62"	4.1459e-05	"Tolerant"	"non-eQTL"	NA	NA
"RABIF"	0.014371	"Tolerant"	"non-eQTL"	NA	NA
"KCNRG"	4.1306e-05	"Tolerant"	"non-eQTL"	NA	NA
"GOLGA6L1"	2.3586e-12	"Tolerant"	"non-eQTL"	NA	NA
"CDC42SE1"	0.0035427	"Tolerant"	"non-eQTL"	NA	NA
"F2RL3"	4.1298e-05	"Tolerant"	"non-eQTL"	NA	NA
"LBH"	0.01436	"Tolerant"	"non-eQTL"	NA	NA
"C19orf70"	0.00083352	"Tolerant"	"non-eQTL"	NA	NA
"ZNF100"	0.00018933	"Tolerant"	"non-eQTL"	NA	NA
"HCAR2"	0.00018933	"Tolerant"	"non-eQTL"	NA	NA
"SLC46A2"	1.3414e-11	"Tolerant"	"non-eQTL"	NA	NA
"BANF2"	0.014314	"Tolerant"	"non-eQTL"	NA	NA
"OR8B8"	0.014312	"Tolerant"	"non-eQTL"	NA	NA
"NAPSA"	7.1709e-14	"Tolerant"	"non-eQTL"	NA	NA
"ACOT6"	0.0035327	"Tolerant"	"non-eQTL"	NA	NA
"C2orf80"	7.5e-11	"Tolerant"	"non-eQTL"	NA	NA
"NMS"	1.3331e-11	"Tolerant"	"non-eQTL"	NA	NA
"EXOG"	1.3331e-11	"Tolerant"	"non-eQTL"	NA	NA
"IL22"	0.00018843	"Tolerant"	"non-eQTL"	NA	NA
"C12orf79"	0.00083157	"Tolerant"	"non-eQTL"	NA	NA
"SELPLG"	0.1768	"Tolerant"	"non-eQTL"	NA	NA
"FCAR"	6.5959e-08	"Tolerant"	"non-eQTL"	NA	NA
"OR10G3"	0.0035194	"Tolerant"	"non-eQTL"	NA	NA
"TMEM140"	0.053997	"Tolerant"	"non-eQTL"	NA	NA
"H2AFX"	0.17652	"Tolerant"	"non-eQTL"	NA	NA
"HOXA4"	8.5959e-06	"Tolerant"	"non-eQTL"	NA	NA
"COX6A1P2"	0.42607	"Tolerant"	"non-eQTL"	NA	NA
"GP5"	0.00018766	"Tolerant"	"non-eQTL"	NA	NA
"GRTP1"	4.0399e-13	"Tolerant"	"non-eQTL"	NA	NA
"TMEM69"	0.0001867	"Tolerant"	"non-eQTL"	NA	NA
"SETD6"	1.8383e-18	"Tolerant"	"non-eQTL"	NA	NA
"GSTA1"	1.7305e-06	"Tolerant"	"non-eQTL"	NA	NA
"CPB1"	2.6104e-22	"Tolerant"	"non-eQTL"	NA	NA
"DNASE2B"	3.6644e-16	"Tolerant"	"non-eQTL"	NA	NA
"SIRPB1"	2.3107e-12	"Tolerant"	"non-eQTL"	NA	NA
"TOR3A"	2.3045e-12	"Tolerant"	"non-eQTL"	NA	NA
"ZNF233"	0.00018665	"Tolerant"	"non-eQTL"	NA	NA
"PRR22"	0.014248	"Tolerant"	"non-eQTL"	NA	NA
"AP4S1"	1.7275e-06	"Tolerant"	"non-eQTL"	NA	NA
"MARCKSL1"	0.014253	"Tolerant"	"non-eQTL"	NA	NA
"DAP"	0.0035018	"Tolerant"	"non-eQTL"	NA	NA
"TM4SF20"	0.0001862	"Tolerant"	"non-eQTL"	NA	NA
"RAD51B"	2.079e-15	"Tolerant"	"non-eQTL"	NA	NA
"ALKBH7"	1.7207e-06	"Tolerant"	"non-eQTL"	NA	NA
"LY6K"	0.014203	"Tolerant"	"non-eQTL"	NA	NA
"CDRT1"	0.0034983	"Tolerant"	"non-eQTL"	NA	NA
"MPEG1"	3.5925e-16	"Tolerant"	"non-eQTL"	NA	NA
"GALNTL5"	3.5947e-16	"Tolerant"	"non-eQTL"	NA	NA
"AC027763.2"	0.17573	"Tolerant"	"non-eQTL"	NA	NA
"C4orf40"	0.00018537	"Tolerant"	"non-eQTL"	NA	NA
"S100A6"	0.17565	"Tolerant"	"non-eQTL"	NA	NA
"KLRC3"	1.7152e-06	"Tolerant"	"non-eQTL"	NA	NA
"DYDC2"	0.0034876	"Tolerant"	"non-eQTL"	NA	NA
"TMEM126B"	0.00018551	"Tolerant"	"non-eQTL"	NA	NA
"UPK1A"	7.2141e-11	"Tolerant"	"non-eQTL"	NA	NA
"IGFBPL1"	4.0352e-05	"Tolerant"	"non-eQTL"	NA	NA
"BPIFA1"	1.1971e-08	"Tolerant"	"non-eQTL"	NA	NA
"MCTP2"	6.03e-52	"Tolerant"	"non-eQTL"	NA	NA
"AIM2"	2.1942e-09	"Tolerant"	"non-eQTL"	NA	NA
"TMEM239"	0.00081616	"Tolerant"	"non-eQTL"	NA	NA
"HAP1"	3.3512e-26	"Tolerant"	"non-eQTL"	NA	NA
"UGT2B10"	1.0278e-17	"Tolerant"	"non-eQTL"	NA	NA
"SATL1"	4.9995e-20	"Tolerant"	"non-eQTL"	NA	NA
"SBK2"	3.9689e-05	"Tolerant"	"non-eQTL"	NA	NA
"CALHM2"	8.3082e-06	"Tolerant"	"non-eQTL"	NA	NA
"ENDOG"	0.00018287	"Tolerant"	"non-eQTL"	NA	NA
"GLOD5"	0.053308	"Tolerant"	"non-eQTL"	NA	NA
"NR0B2"	8.3377e-06	"Tolerant"	"non-eQTL"	NA	NA
"OR13C2"	0.014056	"Tolerant"	"non-eQTL"	NA	NA
"WBSCR28"	1.1786e-08	"Tolerant"	"non-eQTL"	NA	NA
"GMFG"	1.1758e-08	"Tolerant"	"non-eQTL"	NA	NA
"TIMM22"	3.9658e-05	"Tolerant"	"non-eQTL"	NA	NA
"NUDT14"	3.9537e-05	"Tolerant"	"non-eQTL"	NA	NA
"ZNF98"	0.0034454	"Tolerant"	"non-eQTL"	NA	NA
"FAM216B"	0.00081029	"Tolerant"	"non-eQTL"	NA	NA
"DDI1"	2.1471e-09	"Tolerant"	"non-eQTL"	NA	NA
"MRPS17"	1.1728e-08	"Tolerant"	"non-eQTL"	NA	NA
"H2BFM"	0.014026	"Tolerant"	"non-eQTL"	NA	NA
"ERICH1"	1.1389e-14	"Tolerant"	"non-eQTL"	NA	NA
"FAM159B"	0.0034479	"Tolerant"	"non-eQTL"	NA	NA
"RP11-211G3.3"	0.00080638	"Tolerant"	"non-eQTL"	NA	NA
"BHMT2"	1.9621e-15	"Tolerant"	"non-eQTL"	NA	NA
"PTX4"	3.758e-13	"Tolerant"	"non-eQTL"	NA	NA
"FAM132A"	6.2063e-08	"Tolerant"	"non-eQTL"	NA	NA
"TMEM230"	0.00018056	"Tolerant"	"non-eQTL"	NA	NA
"RPSAP58"	0.003425	"Tolerant"	"non-eQTL"	NA	NA
"LY6G5B"	8.1818e-06	"Tolerant"	"non-eQTL"	NA	NA
"ASB18"	6.1879e-08	"Tolerant"	"non-eQTL"	NA	NA
"C4orf22"	2.0896e-09	"Tolerant"	"non-eQTL"	NA	NA
"UBQLNL"	2.1123e-12	"Tolerant"	"non-eQTL"	NA	NA
"ZDHHC11B"	3.6787e-13	"Tolerant"	"non-eQTL"	NA	NA
"AZU1"	3.9068e-05	"Tolerant"	"non-eQTL"	NA	NA
"LDHAL6A"	3.7764e-10	"Tolerant"	"non-eQTL"	NA	NA
"SRSF10"	0.42275	"Tolerant"	"non-eQTL"	NA	NA
"JOSD2"	0.00018012	"Tolerant"	"non-eQTL"	NA	NA
"AHSA2"	0.00018	"Tolerant"	"non-eQTL"	NA	NA
"CYP4A11"	1.087e-24	"Tolerant"	"non-eQTL"	NA	NA
"TMEM159"	0.0034061	"Tolerant"	"non-eQTL"	NA	NA
"FABP12"	0.0034043	"Tolerant"	"non-eQTL"	NA	NA
"IGLL1"	0.013899	"Tolerant"	"non-eQTL"	NA	NA
"MRPL44"	2.0628e-09	"Tolerant"	"non-eQTL"	NA	NA
"P2RY8"	0.0034012	"Tolerant"	"non-eQTL"	NA	NA
"MXRA7"	0.00079422	"Tolerant"	"non-eQTL"	NA	NA
"AMY1C"	0.0033974	"Tolerant"	"non-eQTL"	NA	NA
"C20orf197"	0.42195	"Tolerant"	"non-eQTL"	NA	NA
"C17orf78"	2.0653e-09	"Tolerant"	"non-eQTL"	NA	NA
"PCP4L1"	0.052717	"Tolerant"	"non-eQTL"	NA	NA
"PROK2"	0.013828	"Tolerant"	"non-eQTL"	NA	NA
"PRR23D1"	0.4218	"Tolerant"	"non-eQTL"	NA	NA
"ENDOD1"	6.5757e-11	"Tolerant"	"non-eQTL"	NA	NA
"NTS"	3.8527e-05	"Tolerant"	"non-eQTL"	NA	NA
"SEC14L3"	3.6612e-23	"Tolerant"	"non-eQTL"	NA	NA
"C3orf83"	3.8261e-05	"Tolerant"	"non-eQTL"	NA	NA
"AC112715.2"	0.42143	"Tolerant"	"non-eQTL"	NA	NA
"MAFA"	0.0033727	"Tolerant"	"non-eQTL"	NA	NA
"CST8"	0.0033735	"Tolerant"	"non-eQTL"	NA	NA
"OR8B3"	0.013798	"Tolerant"	"non-eQTL"	NA	NA
"CCT8L2"	1.5923e-06	"Tolerant"	"non-eQTL"	NA	NA
"FABP7"	0.00078595	"Tolerant"	"non-eQTL"	NA	NA
"OR2C1"	3.8058e-05	"Tolerant"	"non-eQTL"	NA	NA
"MRPL50"	3.8088e-05	"Tolerant"	"non-eQTL"	NA	NA
"TTC34"	6.4816e-11	"Tolerant"	"non-eQTL"	NA	NA
"CCDC28A"	3.6463e-10	"Tolerant"	"non-eQTL"	NA	NA
"PLEKHS1"	2.1435e-22	"Tolerant"	"non-eQTL"	NA	NA
"OR6C74"	0.0033696	"Tolerant"	"non-eQTL"	NA	NA
"OR6J1"	0.052416	"Tolerant"	"non-eQTL"	NA	NA
"PRTN3"	3.8044e-05	"Tolerant"	"non-eQTL"	NA	NA
"RASL11A"	1.592e-06	"Tolerant"	"non-eQTL"	NA	NA
"FAM89B"	0.05231	"Tolerant"	"non-eQTL"	NA	NA
"CHST4"	2.0001e-09	"Tolerant"	"non-eQTL"	NA	NA
"GLYATL2"	1.5822e-06	"Tolerant"	"non-eQTL"	NA	NA
"RGS21"	3.8018e-05	"Tolerant"	"non-eQTL"	NA	NA
"RNF151"	0.00017597	"Tolerant"	"non-eQTL"	NA	NA
"IFI6"	0.013731	"Tolerant"	"non-eQTL"	NA	NA
"CUTA"	3.084e-07	"Tolerant"	"non-eQTL"	NA	NA
"ZSWIM1"	1.1282e-11	"Tolerant"	"non-eQTL"	NA	NA
"SH2D6"	3.7712e-05	"Tolerant"	"non-eQTL"	NA	NA
"ASCL3"	0.013684	"Tolerant"	"non-eQTL"	NA	NA
"CDK20"	5.9487e-14	"Tolerant"	"non-eQTL"	NA	NA
"AC091801.1"	0.17221	"Tolerant"	"non-eQTL"	NA	NA
"IGFL2"	0.00077735	"Tolerant"	"non-eQTL"	NA	NA
"OR10G2"	0.0033388	"Tolerant"	"non-eQTL"	NA	NA
"MPG"	1.9454e-12	"Tolerant"	"non-eQTL"	NA	NA
"SPG7"	1.9683e-36	"Tolerant"	"non-eQTL"	NA	NA
"TP53RK"	0.00077469	"Tolerant"	"non-eQTL"	NA	NA
"FCGR3B"	3.0294e-07	"Tolerant"	"non-eQTL"	NA	NA
"SAYSD1"	3.7399e-05	"Tolerant"	"non-eQTL"	NA	NA
"INMT"	0.0033238	"Tolerant"	"non-eQTL"	NA	NA
"TEX29"	7.7723e-06	"Tolerant"	"non-eQTL"	NA	NA
"C8orf48"	0.00017347	"Tolerant"	"non-eQTL"	NA	NA
"RP11-422N16.3"	0.41939	"Tolerant"	"non-eQTL"	NA	NA
"WDR83OS"	0.0033142	"Tolerant"	"non-eQTL"	NA	NA
"FAM167B"	0.00077413	"Tolerant"	"non-eQTL"	NA	NA
"GFER"	0.00017308	"Tolerant"	"non-eQTL"	NA	NA
"AADACL2"	1.0604e-08	"Tolerant"	"non-eQTL"	NA	NA
"PRR13"	0.013585	"Tolerant"	"non-eQTL"	NA	NA
"FABP6"	1.5516e-06	"Tolerant"	"non-eQTL"	NA	NA
"RAB27A"	3.0027e-07	"Tolerant"	"non-eQTL"	NA	NA
"AL021546.6"	3.7119e-05	"Tolerant"	"non-eQTL"	NA	NA
"RP11-286N22.8"	3.6968e-05	"Tolerant"	"non-eQTL"	NA	NA
"GOLGA8I"	1.9216e-22	"Tolerant"	"non-eQTL"	NA	NA
"C1ORF220"	3.6903e-05	"Tolerant"	"non-eQTL"	NA	NA
"NANOS2"	0.051664	"Tolerant"	"non-eQTL"	NA	NA
"CCL27"	0.013511	"Tolerant"	"non-eQTL"	NA	NA
"CCL28"	0.051599	"Tolerant"	"non-eQTL"	NA	NA
"LIME1"	0.00017155	"Tolerant"	"non-eQTL"	NA	NA
"OR4D1"	0.00017181	"Tolerant"	"non-eQTL"	NA	NA
"A4GALT"	7.6668e-06	"Tolerant"	"non-eQTL"	NA	NA
"CCDC166"	0.00329	"Tolerant"	"non-eQTL"	NA	NA
"ACOT4"	1.0412e-08	"Tolerant"	"non-eQTL"	NA	NA
"FLJ00273"	0.17062	"Tolerant"	"non-eQTL"	NA	NA
"SNX10"	3.3891e-10	"Tolerant"	"non-eQTL"	NA	NA
"C11orf74"	7.605e-06	"Tolerant"	"non-eQTL"	NA	NA
"FAM19A3"	3.6668e-05	"Tolerant"	"non-eQTL"	NA	NA
"FKBP14"	1.5229e-06	"Tolerant"	"non-eQTL"	NA	NA
"ZNF221"	0.00076431	"Tolerant"	"non-eQTL"	NA	NA
"EPHX3"	1.6489e-15	"Tolerant"	"non-eQTL"	NA	NA
"SLC35E2"	0.00076215	"Tolerant"	"non-eQTL"	NA	NA
"MOGAT3"	1.8376e-12	"Tolerant"	"non-eQTL"	NA	NA
"ALDH3B2"	3.1881e-13	"Tolerant"	"non-eQTL"	NA	NA
"TIRAP"	0.00076118	"Tolerant"	"non-eQTL"	NA	NA
"PRSS46"	3.6604e-05	"Tolerant"	"non-eQTL"	NA	NA
"TP53I3"	5.9516e-11	"Tolerant"	"non-eQTL"	NA	NA
"PDYN"	0.00017033	"Tolerant"	"non-eQTL"	NA	NA
"OBP2A"	1.5163e-06	"Tolerant"	"non-eQTL"	NA	NA
"PLIN5"	1.0481e-11	"Tolerant"	"non-eQTL"	NA	NA
"FAM166A"	1.8249e-12	"Tolerant"	"non-eQTL"	NA	NA
"GOLGA6L6"	2.2875e-19	"Tolerant"	"non-eQTL"	NA	NA
"TMEM156"	3.3366e-10	"Tolerant"	"non-eQTL"	NA	NA
"SHISA3"	3.6402e-05	"Tolerant"	"non-eQTL"	NA	NA
"AC110619.2"	0.013399	"Tolerant"	"non-eQTL"	NA	NA
"AC011366.3"	0.41766	"Tolerant"	"non-eQTL"	NA	NA
"HCAR1"	0.00075927	"Tolerant"	"non-eQTL"	NA	NA
"DTD2"	0.00075939	"Tolerant"	"non-eQTL"	NA	NA
"SCIN"	1.718e-36	"Tolerant"	"non-eQTL"	NA	NA
